2.5	44.85113786
2.6	70.93062859
2.7	58.1956548
2.8	45.56099257
2.9	56.34326836
3	59.58257321
3.1	59.27578889
3.2	72.15867252
3.3	79.39000461
3.4	69.03871778
3.5	84.28325639
3.6	72.92838027
3.7	84.69381217
3.8	101.2602221
3.9	122.4808312
4	92.42780263
4.1	101.033469
4.2	102.1319709
4.3	107.6271157
4.4	111.5618654
4.5	137.3829842
4.6	139.3951483
4.7	129.5171488
4.8	142.4572515
4.9	158.7639937
5	173.4377956
5.1	173.8058529
5.2	176.4500622
5.3	165.6260992
5.4	169.256848
5.5	180.4106066
5.6	197.0173443
5.7	209.8054008
5.8	212.6969878
5.9	229.4326786
6	211.8549882
6.1	221.432637
6.2	234.996455
6.3	221.0799258
6.4	254.0821653
6.5	243.9381338
6.6	260.5874663
6.7	245.5418504
6.8	285.6181588
6.9	289.5907857
7	300.3931285
7.1	308.5359386
7.2	291.9802067
7.3	313.9184816
7.4	320.1854324
7.5	328.8458053
7.6	336.2618919
7.7	343.7570071
7.8	339.9322002
7.9	373.8964361
8	371.8225918
8.1	357.4026025
8.2	386.7993876
8.3	393.448998
8.4	397.3320803
8.5	425.5664092
8.6	410.7480194
8.7	444.2813817
8.8	435.9934453
8.9	457.5299871
9	463.9053193
9.1	454.5173268
9.2	474.4010295
9.3	478.2985336
9.4	477.5489955
9.5	515.109783
9.6	490.5785779
9.7	522.2768115
9.8	516.2727254
9.9	557.2510919
10	536.4469512
